Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
Dr. Dennis Gross Skincare,C+ Collagen Brighten & Firm Vitamin C Serum,"['A fast-absorbing gel-serum packed with 3-O C vitamin C—the most stable form of vitamin C—collagen amino acids', ' and a proprietary energy complex to create a smooth and luminous complexion.']",['- Dullness and uneven texture- Fine lines and wrinkles- Loss of firmness and elasticity'],"[' Revive tired-looking skin for a radiant', ' healthy-looking complexion. This potent serum combines propriertary vitamin C technology (3-O C) and an energy complex to neutralize damage from free radicals', ' improve skin firmness', ' and banish dark spots. 3-O-Ethyl ascorbic acid', ' the most effective stabilized form of vitamin C', ' works to diminish the appearance of hyperpigmentation and fine lines to recharge and brighten skin long term.']","['-3-O-Ethyl Ascorbic Acid: Maintains its acidic properties to penetrate into the skin, helping to minimize and prevent the appearance of hyperpigmentation, fine lines, and wrinkles.', '-Superoxide Dismutase: Neutralizes free radicals.', '-CoQ10: Defends against free radicals and supports natural collagen .', '-Collagen Amino Acids: Plant-sourced collagen.', '', 'Water, Glycerin, 3-O-Ethyl Ascorbic Acid, Niacinamide, Glycereth-7 Triacetate, Lactic Acid, SD Alcohol 40-B, Hydroxyethylcellulose, Dimethyl Isosorbide, Ascorbic Acid, Collagen Amino Acids, Superoxide Dismutase, Glycine, Carnitine HCl, Ubiquinone, Hexylresorcinol, Emblica Officinalis Fruit Extract, Hydrolyzed Soy Protein, Tetrahexyldecyl Ascorbate, Isoquercetin, Mandelic Acid, Pueraria Lobata Root Extract, Curcuma Longa (Turmeric) Root Extract, Phytic Acid, Citric Acid, Tetrasodium EDTA, Sodium Citrate, Butylene Glycol, Xanthan Gum, Polysorbate 20, T-Butyl Alcohol, Sodium Hydroxide, Polysorbate 80, Denatonium Benzoate, Benzyl Alcohol, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Natural Colorant.']",https://www.sephora.com/product/c-collagen-brighten-firm-vitamin-c-serum-P415209?icid2=products%20grid:p415209:product
REN Clean Skincare,Evercalm™ Overnight Recovery Balm,"['A nighttime rescue balm that uses enzymatically activated oils to feed and moisturize the skin', ' strengthen the skins barrier', ' and relieve irritation.']",['- Dryness- Dullness and uneven texture- Redness'],[],"['-Lipids of Activated Oils from Olive, Almond, Borage, and Linseed: Easily absorbed into the skin.', '-Jojoba, Sun Flower Oil Complex, and Beta-Glucan: Support skin’s natural lipid balance to strengthen the skin’s protective barrier and alleviates signs of irritation from dryness.', '', 'Coco-Caprylate/Caprate, Glycerin, Water, Almond/Borage/Linseed/Olive Acids/Glycerides, Polyglyceryl-6 Distearate, Jojoba Esters, Oryza Sativa Starch, Cetyl Alcohol, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Glyceryl Caprylate, Polyglyceryl-3 Beeswax, Sodium Stearoyl Glutamate, Benzyl Alcohol, Parfum (Fragrance), Hippophae Rhamnoides Oil, Tocopherol, Magnesium Carboxymethyl Beta-Glucan, Dehydroacetic Acid, Eclipta Prostrata Extract, Eclipta Prostrata Leaf Extract, Moringa Oleifera Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis Leaf Extract, Citronellol, Geraniol, Limonene, Linalool. *100% Natural Fragrance.']",https://www.sephora.com/product/evercalm-overnight-recovery-balm-P436094?icid2=products%20grid:p436094:product
Dr. Dennis Gross Skincare,SpotLite™ Acne Treatment Device,"['An FDA-cleared acne spot treatment device that harnesses the power of LED technology to rapidly reduce inflammation', ' redness', ' and blemishes.']",['- Blemishes- Redness- Pores'],"[' Achieve clearer', ' calmer', ' blemish-free skin within days. FDA-cleared and clinically proven', ' SpotLite helps treat active acne in as little as three minutes for each spot and prevents future breakouts. Bacteria-fighting blue LED lights and inflammation-reducing red LED lights target and treat blemishes at all stages', ' even before it surfaces. The device is easy to use', ' portable', ' and features an automatic shutoff with beep after three minutes.']",,https://www.sephora.com/product/spotlite-acne-treatment-device-P435379?icid2=products%20grid:p435379:product
REN Clean Skincare,Keep Young And Beautiful™ Instant Firming Beauty Shot,"[' A daily gel-serum that visibly firms', ' lifts', ' and plumps skin for a dramatically smoother', ' tighter', ' and hydrated appearance.']",['- Loss of firmness and elasticity- Dullness and uneven texture- Dryness'],[],"['-Hyaluronan 1 from Yeast Biofermentation: Visibly firms and smooths lines and wrinkles.', '-Hyaluronan 2 from Yeast Biofermentation: Visibly firms.', '-Phycocolloids from Microalga: Visibly plump while giving the skin lasting hydration and comfort.', '', 'Water, Sodium Hyaluronate, Hydroxypropyl Methylcellulose, Pullulan, Carbomer, Porphyridium Cruentum Extract, Rosa Damascena Flower Oil, Sodium Hydroxide, Phenoxyethanol, Sodium Hydroxymethylglycinate, Rosa Damascena Extract, Citronellol, Geraniol.', '', ""REN products are free from synthetic fragrance, pore-blocking petrochemicals, sulfate detergents, silicones, synthetic colors, animal ingredients and parabens. In addition, REN products do not contain potential irritants including: glycols and diglycols (such as propylene glycol), PEG's, PPGs, urea, D.E.A, T.E.A, PABA, and other synthetic sunscreens, aliphatic alcohols/hydrocarbons, phthalates, fumarates, amines, alkanolamines, synthetic AHAs/BHAs, polyacrylamide, metacrylate, elastomer, poloxamer, styrene, vinyl, polyquaternium, synthetic chelating agents, nylon, nitriles, nitrates, nitrosamine releasers, bromates, fluor, aluminum and alumina.""]",https://www.sephora.com/product/keep-young-beautiful-tm-instant-firming-beauty-shot-P391761?icid2=products%20grid:p391761:product
REN Clean Skincare,Ready Steady Glow Daily AHA Tonic,"[' A toner that provides a daily dose of clean bio active extracts to help the skin exfoliate and give your skin a balanced glow', ' naturally. ']",['- Dullness and uneven texture- Uneven skin tone- Pores'],[],"['-LacticC38:F42e with discoloration', '-Azelaic Acid Precursor: Prevents the melanin production, promoting a balanced skin tone; addresses uneven skin tone and dark spots while improving skin quality for a brighter and more luminous appearance.', '', 'Aqua (Water), Sodium Lactate, Lactic Acid, Heptyl Glucoside, Potassium Azeloyl Diglycinate, Triethyl Citrate, Glyceryl Caprylate, Salix Nigra (Willow) Bark Extract, Benzoic Acid, Citrus Nobilis (Mandarin) Peel Oil, Citrus Aurantium Dulcis (Orange) Flower Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Heptanol, Parfum* (Fragrance), Limonene.', '', '', '', ""REN does not use skin unfriendly ingredients, all products are free from synthetic fragrance, pore-blocking petrochemicals, sulfate detergents, silicones, synthetic colors, animal ingredients, and parabens. In addition, REN products do not contain potential irritants including: glycols and diglycols (such as propylene glycol), PEG's, PPGs, urea, D.E.A, T.E.A, PABA, and other synthetic sunscreens, aliphatic alcohols/hydrocarbons, phthalates, fumarates, amines, alkanolamines, synthetic AHAs/BHAs, polyacrylamide, metacrylate, elastomer, poloxamer, styrene, vinyl, polyquaternium, synthetic chelating agents, nylon, nitriles, nitrates, nitrosamine releasers, bromates, fluor, aluminum, and alumina""]",https://www.sephora.com/product/ready-steady-glow-daily-aha-tonic-P428095?icid2=products%20grid:p428095:product
Dr. Dennis Gross Skincare,Ferulic + Retinol Wrinkle Recovery Overnight Serum,['An overnight serum that fights the appearance of wrinkles and reduces the look of imperfections.'],['- Fine lines and wrinkles- Loss of firmness and elasticity- Dullness and uneven texture'],"[' Supercharge your beauty sleep. These three skin-repairing and protective ingredients support skin when it needs it most—at night when skin is recovering from daytime aggressors. This essential nighttime serum smooths the appearance of wrinkles', ' recovers the look of firmness', ' and retexturizes skin’s appearance so you can wake up confident in your complexion.']","['-Ferulic Acid (Plant-based Antioxidant): Enhances properties of other vitamins for healthy skin and offers sun damage protection.', '-Retinol: Helps smooth the appearance of wrinkles and lines while hydrating.', '-Niacinamide (Vitamin B3): Supports the skin barrier and reduces the appearance of wrinkles and hyperpigmentation.', '', 'Water, DiCaprylyl Carbonate, Niacinamide, Cetyl Alcohol, Propanediol, Isostearyl Alcohol, Jojoba Esters, Retinol, Ferulic Acid, Collagen Amino Acids, Sodium Hyaluronate, Hexylresorcinol, Ellagic Acid, Gallic Acid, Silybum Marianum Ethyl Ester, Tocopherol, Phospholipids, Camellia Sinensis Leaf Extract, Linoleic Acid, Linolenic Acid, Mandelic Acid, Lactic Acid, Sodium PCA, Retinyl Palmitate/Carrot Polypeptide, Retinyl Palmitate, Glycerin, Evodia Rutaecarpa Fruit Extract, Helianthus Annuus (Sunflower) Seed Wax, Acacia Decurrens Flower Wax, Glycine Soja (Soybean) Oil, Caprylic/Capric Triglyceride, Polyglycerin-3, Tricaprylin, Acrylates/Carbamate Copolymer, Butylene Glycol, BHT, Butylene Glycol Cocoate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polymethyl Methacrylate, Xanthan Gum, Ethylcellulose, Disodium EDTA, Sodium Hydroxide, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Citrus Limon (Lemon) Peel Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Octoxynol-9, Phenoxyethanol.']",https://www.sephora.com/product/ferulic-retinol-wrinkle-recovery-overnight-serum-P404486?icid2=products%20grid:p404486:product
Dr. Dennis Gross Skincare,Ferulic + Retinol Anti-Aging Moisturizer,['A corrective anti-aging moisturizer that harnesses the power of retinol combined with ferulic acid and an ECG Complex™ to visibly improve your complexion. '],['- Fine lines and wrinkles- Dullness and uneven texture- Dryness'],"['This nourishing', ' velvety formula smooths rough texture', ' hydrates skin', ' and improves the appearance of expression lines and wrinkles. The powerful ingredient fusion of retinol', ' ferulic acid', ' and corrective ECG Complex™ increases skin’s moisture barrier', ' improves visible signs of aging', ' and softens the look of fine lines and wrinkles. Your complexion is renewed', ' revealing softer', ' smoother skin.    ']","['-Ferulic Acid: Enhances properties of other vitamins for healthy-looking skin and offers antioxidant sun damage protection.', '-Retinol: Helps smooth the appearance of wrinkles and lines while increasing moisture.', '-ECG Complex™ (Propriety Blend of Ellagic Acid, Collagen, and Gallic Acid): Helps with photoaging, reduces the appearance of dark spots, and acts as a potent antioxidant.', '', 'Water, Dimethicone, Cyclopentasiloxane, Isododecane, Dimethiconol, Cyclohexasiloxane, Cyclotetrasiloxane, Butylene Glycol, Caprylic/Capric Triglyceride, Stearyl Dimethicone, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Potassium Cetyl Phosphate, Octadecene, Cetearyl Alcohol, Polymethyl Methacrylate, Isohexadecane, Collagen Amino Acids, Ferulic Acid, Gallic Acid, Ellagic Acid, Arnica Montana Flower Extract, Centella Asiatica Extract, Retinol, Glycyrrhiza Glabra (Licorice) Root Extract, Tocopherol, Morus Alba Leaf Extract, Sodium Hyaluronate, Arctostaphylos Uva Ursi Leaf Extract, Glycolic Acid, Lactic Acid, Hydrolyzed Soy Protein, Glycine Soja (Soybean) Oil, Adenosine, Saccharide Isomerate, Salix Alba (Willow) Bark Extract, Tetrapeptide-21, Caprylyl Glycol, Glycerin, Glyceryl Behenate, Acrylates/Carbamate Copolymer, Leuconostoc/Radish Root Ferment Filtrate, Helianthus Annuus (Sunflower) Seed Oil, Tetrahydropiperine, BHT, Benzophenone-3, Glyceryl Stearate SE, Citric Acid, Bis-Vinyl Dimethicone/Dimethicone Copolymer, Dimethicone Crosspolymer-3, Cyclodextrin, Sodium Citrate, Tetrasodium EDTA, Ascorbyl Palmitate, Hexylene Glycol, Polysorbate 80, Behenic Acid, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Citrus Limon (Lemon) Peel Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Citral, Limonene, Linalool, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Annatto (CI 75120).']",https://www.sephora.com/product/ferulic-retinol-anti-aging-moisturizer-P384536?icid2=products%20grid:p384536:product
Dr. Dennis Gross Skincare,Alpha Beta® Ultra Gentle Daily Peel for Sensitive Skin,"['A daily peel in pre-soaked pads that contains three gentle acids', ' anti-agers', ' and soothing botanicals to exfoliate and nourish sensitive skin and combat the three most common signs of aging.']",['- Uneven tone and texture- Fine lines and wrinkles- Enlarged pores'],"[' Revive your skin without the risk of irritation with this gentle version of NYC dermatologist Dr. Dennis Gross’ at-home peel. No matter how sensitive your complexion is', ' you need to exfoliate and nourish to improve the effects of the rest of your skin care routine.  Step one is packed with rejuvenating', ' powerful', ' yet gentle exfoliating acids. Step two controls the alpha hydroxy acid activity and delivers antiaging actives while nourishing and soothing skin to keep it balanced', ' soft', ' and luminous.  The addition of calming', ' hydrating ingredients including colloidal oatmeal comforts and protects delicate skin. Daily use produces powerful results—reduced fine lines and wrinkles', ' minimized appearance of pores', ' and enhanced radiance—with a soft touch. ']","['-Lactic Acid: Supports natural cell turnover and cell renewal.', '-Mandelic Acid: Possesses anti-irritation an anti-redness properties.', '-Willow Bark Extract: Gently exfoliates and clears pores (contains salicylic acid).', '-Colloidal Oatmeal: Acts as an anti-irritant and anti-inflammatory.', '', 'Step One:', 'Water, Hamamelis Virginiana (Witch Hazel) Water, Lactic Acid, Mandelic Acid, Salix Alba (Willow) Bark Extract, Cucumis Sativus (Cucumber) Fruit Extract, Camellia Sinensis Leaf Extract, Achillea Millefolium Extract, Anthemis Nobilis Flower Extract, Cocos Nucifera (Coconut) Oil, Rose Extract, Soy Isoflavones, Rosmarinus Officinalis (Rosemary) Leaf Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Aniba Rosaeodora (Rosewood) Wood Extract, Jasminum Officinale (Jasmine) Flower Extract, Coriandrum Sativum (Coriander) Seed Extract, Cupressus Sempervirens Seed Extract, Fucus Vesiculosus Extract, Vanilla Planifolia Fruit Extract, Copper PCA, Zinc PCA, Lavandula Angustifolia (Lavender) Extract, Caprylic/Capric Triglyceride, Polysorbate 20, Alcohol Denat., Disodium EDTA, Potassium Hydroxide, Phenoxyethanol, Sodium Benzoate.', '', 'Step Two:', 'Water, Caprylic/Capric Triglyceride, Polysorbate 20, Sodium Hyaluronate, Colloidal Oatmeal, Camellia Sinensis Leaf Extract, Centella Asiatica Extract, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Soy Isoflavones, Phospholipids, Resveratrol, Ubiquinone, Achillea Millefolium Extract, Raphanus Sativus (Radish) Root Extract, Copper PCA, Sodium PCA, Zinc PCA, Lecithin, Octoxynol-9, Simethicone, Tetrasodium EDTA, Polysorbate 80, Sodium Bicarbonate, Phenoxyethanol, Sodium Benzoate.']",https://www.sephora.com/product/alpha-beta-ultra-gentle-daily-peel-sensitive-skin-P398761?icid2=products%20grid:p398761:product
Dr. Dennis Gross Skincare,Alpha Beta® Pore Perfecting Cleansing Gel,"['A facial cleansing gel that exfoliates', ' removes makeup and impurities', ' and washes away bacteria while toning and smoothing skin with the power of hydroxy acids for a deeper cleanse.']",['- Dryness- Pores- Oiliness'],"['You’ll love this cleanser as much as you love our Alpha Beta® Peel. Dr. Dennis Gross uses alpha and beta hydroxy acids', ' plus state-of-the-art cleansing ingredients', ' to create a rich', ' cushiony lather to ensure that the skin feels deeply cleansed', ' yet soft and balanced. It is great for all skin types', ' even dry skin', ' as it is formulated without the harsh', ' stripping effects of soaps and sulfates.\t\t']","['-Willow Bark Extract: Works to shed dead cells from the stratum corneum and clear pores; contains flavonoids and tannins, powerful antioxidants that help protect skin from environmental stressors.', '-Farnesol: Helps prevent breakouts by inhibiting the growth of certain bacteria on the skin through two modes of action: it inhibits the ability of these microbes to form colonies and infect the host; and it weakens the cell membranes of microbes causing significant die off.', '-Barosma Betulina Leaf Extract: Works to reduce and refine pores by balances sebaceous secretion while limiting the amount of lipids produced.', ""-Tremella Fuciformis (Mushroom) Extract: Works double duty as a humectant to draw and bind moisture to the stratum corneum and as a free radical scavenger while enhancing the body's own superoxide dismutase."", '', 'Water, Glycerin, Sodium Lauroyl Methyl Isethionate, Propanediol, Sodium Cocoamphoacetate, Cocamidopropyl Hydroxysultaine, Disteareth-75 IPDI, Glycereth-7 Caprylate/Caprate, Sodium Chloride, Trisodium Ethylenediamine Disuccinate, PEG-40 Hydrogenated Castor Oil, Mandelic Acid, Glycolic Acid, Salix Alba (Willow) Bark Extract, Phytic Acid, Potassium Azeloyl Diglycinate, Citric Acid, Farnesol, Barosma Betulina Leaf Extract, Sodium PCA, Sodium Hyaluronate, Tremella Fuciformis (Mushroom) Extract, Aloe Barbadensis Leaf Juice, Bisabolol, Hydrolyzed Soy Protein, Camellia Sinensis Leaf Extract, Butylene Glycol, Caprylic/Capric Triglyceride, Dimethyl Isosorbide, Alcohol, Sodium Phytate, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Vitis Vinifera (Grape) Fruit Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Eugenia Caryophyllus (Clove) Flower Extract, Polyglyceryl-3 Laurate, PEG-7 Glyceryl Cocoate, Sodium Hydroxide, Benzoic Acid, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.']",https://www.sephora.com/product/alpha-beta-r-pore-perfecting-cleansing-gel-P430816?icid2=products%20grid:p430816:product
Dr. Dennis Gross Skincare,C+ Collagen Deep Cream,"[' A rich', ' fast-absorbing cream that energizes and deeply hydrates dry', ' uneven', ' tired-looking skin without leaving it greasy for a visibly firmer', ' brighter', ' dewy complexion.']",['- Dryness- Dullness and uneven texture- Fine lines and wrinkles'],"["" C+ Collagen Deep Cream features 3-O vitamin C technology that quickly absorbs into skin to correct the appearance of dark spots and wrinkles while helping prevent the formation of future damage. An advanced form of vitamin C is combined with a proprietary energy complex to recharge skin's battery while targeting damaged skin for accelerated improvement of a dry"", ' tired', ' uneven complexion. An intense concentration of nourishing oils extracted from camellia japonica seed', ' sunflower seed', "" and rice bran provides rich moisture to replenish skin's barrier and reduce trans-epidermal water loss. When nature's most powerful vitamins and nutrients are boosted with modern science"", ' the result is deeply nourished', ' supple skin with a dewy glow.']","['-E-O-Ethyl Ascorbic Acid: Maintains its acidic properties to penetrate into the skin, minimizing and preventing the appearance of hyperpigmentation, fine lines, and wrinkles.', '-Collagen Amino Acids: Plant sourced collagen; smaller molecular weight amino acids which are the building blocks of peptides and proteins.', '-Energy Complex: Supports natural cellular metabolism and contains antioxidant properties.', '-Camellia Japonica Seed Oil: Moisturizes and contains anti-inflammatory properties.', '', 'Water, Glycerin, Butylene Glycol, Camellia Japonica Seed Oil, Oryza Sativa (Rice) Bran Oil, Dimethicone, Sucrose, Pentylene Glycol, Helianthus Annuus (Sunflower) Seed Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, 3-O-Ethyl Ascorbic Acid, Collagen Amino Acids, Niacinamide, Carnitine HCl, Hydroxyproline, Glycine, Carnitine, Squalane, Dipotassium Glycyrrhizate, Tocopherol, Saccharide Isomerate, Acetyl Hexapeptide-8, Superoxide Dismutase, Leuconostoc/Radish Root Ferment Filtrate, Ubiquinone, Aloe Barbadensis Leaf Juice, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Lactobacillus Ferment, Undaria Pinnatifida Extract, Glycolic Acid, Lecithin, Biotin, Maltodextrin, Elettaria Cardamomum Seed Extract, Pyrus Malus (Apple) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Cananga Odorata Flower Extract, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Coffea Arabica (Coffee) Seed Extract, Cucumis Melo (Melon) Fruit Extract, Cupressus Sempervirens Leaf/Stem Extract, Fucus Vesiculosus Extract, Jasminum Officinale (Jasmine) Flower Extract, Rose Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Santalum Album (Sandalwood) Wood Extract, Triethyl Citrate, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, 1,2-Hexanediol, Sorbitan Isostearate, Caprylyl Glycol, Hydroxyethylcellulose, Sodium Phytate, Sodium Citrate, Citric Acid, Trisodium EDTA, Ammonium Hydroxide, Tromethamine, Potassium Hydroxide, Polysorbate 60, Carbomer, Alcohol, Disodium Phosphate, Sodium Phosphate, Phenoxyethanol, Potassium Sorbate.']",https://www.sephora.com/product/c-collagen-deep-cream-P421957?icid2=products%20grid:p421957:product
Dr. Dennis Gross Skincare,Hyaluronic Marine Collagen Lip Cushion,[],[],"[' Experience fuller', ' softer', ' healthier-looking lips in days with Hyaluronic Marine™ Collagen Lip Cushion. This soothing formula rejuvenates the lip surface', ' defines and strengthens lip borders', ' and locks in hydration to provide lasting moisture to dehydrated and damaged lips. This cushiony formula is loaded with hyaluronic acid', ' marine algae', ' VoluMax Complex', ' and antioxidants. It smooths the look of fine lines; reinvigorates lip plumpness', ' definition', "" and structure; and revives lips' natural hue. Experience beautifully transformed"", ' kissable lips in days.']","['-Sodium Hyaluronate: Holds 1,000 times its weight in water and has a smaller molecular weight than hyaluronic acid and more easily penetrates the skin.', '-Sea Whip Extract: Soothes skin, especially types prone to sensitivity or redness.', ""-VoluMax Complex: Supports the natural production of chondroitin sulfate to improve lip texture, minimize vertical lip lines, and strengthen lip border to enhance lips' natural contours."", '-Centella Asiatica (potent combination of amino acids, beta carotene, fatty acids and phytochemicals): Fights signs of aging and environmental aggressors.', '', 'Water, Dimethicone, Glycerin, Prunus Armeniaca (Apricot) Kernel Oil, Cetearyl Alcohol, Sodium Hyaluronate, Ceteareth-20, Theobroma Cacao (Cocoa) Seed Butter, Hydroxyethyl Urea, Linum Usitatissimum (Linseed) Seed Oil, Borago Officinalis Seed Oil, Polysorbate 60, Collagen Amino Acids, Disodium Acetyl Glucosamine Phosphate, Sodium Glucuronate, Sea Whip Extract, Centella Asiatica Meristem Cell, Rhodiola Rosea Root Extract, Saccharide Isomerate, Oenothera Biennis (Evening Primrose) Oil, Glycine Soja (Soybean) Seed Extract, Proline, Mannitol, Caffeine, Palmitoyl Tripeptide-5, Hydrolyzed Sodium Hyaluronate, Silica Dimethyl Silylate, Tocopheryl Acetate, PCA, Sodium PCA, Magnesium Sulfate, Histidine, Phenylalanine, Isoleucine, Threonine, Valine, Serine, Alanine, Aspartic Acid, Arginine, Glycolic Acid, Lactic Acid, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Carbomer, Inulin Lauryl Carbamate, Xanthan Gum, Glycine, Tromethamine, Sodium Lactate, Cyclodextrin, Citrus Aurantium Dulcis (Orange) Oil, Phenoxyethanol']",https://www.sephora.com/product/hyaluronic-marine-collagen-lip-cushion-P436332?icid2=products%20grid:p436332:product
Dr. Dennis Gross Skincare,Pro Facial Steamer,"[' An ultimate at-home professional facial device delivering micro-steam technology to infuse skin with hydration', ' clarify the complexion', ' and detoxify skin', ' leaving an immediate healthy-looking radiance.']",['- Dryness- Pores- Dullness and uneven texture'],[],,https://www.sephora.com/product/pro-facial-steamer-P413613?icid2=products%20grid:p413613:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt Triple Peptide Eye Cream,['An age-defying eye cream powered by Dr. Brandt’s exclusive Triple Peptide Complex.'],['- Dark circles- Fine lines and wrinkles- Puffiness'],[' This ultra-rich formula glides on skin to rejuvenate and illuminate. It helps replenish moisture while reducing the look of dark circles. This formula diminishes the appearance of lines and wrinkles to create a more rested look.'],"['-Triple Peptides: Provides a more youthful look.', '-Phospholipids, Ceramide 3, and Shea Butter: Hydrates and moisturizes.', '-Caffeine: Helps reduce the look of puffiness and dark circles.', '', 'Water, Shea Butter, Lecithin, Methylsilanol Hydroxyproline Aspartate, Cyclopentasiloxane, Cetyl Palmitate, Siloxanetriol Alginate, C12-16 Alcohols, Glycerin, Cetyl Alcohol, Cetyl Lactate, Octyldodecyl Stearate, Glyceryl Stearate Citrate, Acetyl Hexapeptide-8, Jojoba Seed Oil, Dimethicone, Bis-Hydroxyethoxypropyl Dimethicone, Palmitic Acid, Butylene Glycol, Phenoxyethanol, Polyglyceryl-3-Stearate, Propylene Glycol, Betaine, Tocopheryl Acetate, Acetyl Citrull Amido Arginine, Palmitoyl Oligopeptide, Camellia Oleifera Leaf Extract, Lavender Oil, Xanthan Gum, Glyceryl Polymethacrylate, Caffeine, Sodium Acrylates Copolymer, Tetrasodium Edta, Bht, Ascorbic Acid Polypeptide, Retinyl Palmitate, Sodium Pca, Hydrogenated Polyisobutene, Phospholipids, Ethylhexylglycerin, Disodium Edta, Ceramide 3, Polyglyceryl-10 Stearate, Sunflower Seed Oil, Grape Fruit Extract, Sorbic Acid.']",https://www.sephora.com/product/do-not-age-with-dr-brandt-triple-peptide-eye-cream-P383053?icid2=products%20grid:p383053:product
REN Clean Skincare,Evercalm™ Ultra Comforting Rescue Mask,"['A soothing face mask that reduces redness', ' irritation', ' itchiness', ' and inflammation.']",['- Redness- Uneven skin tone- Rosacea'],[],"['-Albarellus Ovinus (White Mushroom) Extract: Soothes pain and itchiness and diminishes the look of swelling and redness.', '-Beta-Glucan: Supports skin’s natural immune and barrier functions.', '-Arnica: Reduces the appearance of redness and inflammation.', '', 'Water, Glycerin, Cetearyl Alcohol, Caprylyl Caprylate/Caprate, Olus Oil, Lactobacillus Ferment, Butyrospermum, Parkii (Shea) Butter, Helianthus Annus (Sunflower) Seed Wax, Simmondsia Chinesis (Jojoba) Seed Oil, Cetearyl Glucoside, Propanediol, Algae Extract, Cetyl Alcohol, Lactobacillus, Alpha-Glucan Oligosaccharide, Fragrance*, Tocopheryl Acetate, Caprylic/Capric Triglyceride Panthenol, Carbomer, Vaccinium Vitas-Idaea (Lingonberry) Seed Oil, Xanthan Gum, Arnica Montana Flower Extract, Camelina Sativa Seed Oil, Cocus Nucifera (Coconut) Fruit Extract, Tocopherol, Magnesium Carboxymethyl Beta-Glucan, Malachite Extract, Albatrellus Ovinus Extract, Laminaria Ochroleuca Extract, Glucose, Phenoxyethanol, Helianthus Annuus (Sunflower) Seed Oil, Citric Acid, Sodium Hydroxide, Rosmarinus Officinalis Leat Extract, Citronellol, Geraniol, Limonene, Linalool.', '', '*100% Natural Fragrance']",https://www.sephora.com/product/evercalm-ultra-comforting-rescue-mask-P415620?icid2=products%20grid:p415620:product
