Brand,Product Name,Ingredients,Image Link,URL Link
BENTON,Aloe Soothing Mask Pack (10 Pack),"Aloe Barbadensis Leaf Water, Aqua (Water), Camellia Sinensis Leaf Water, Glycerin, Pentylene Glycol, Sodium PCA, Aloe Barbadensis Leaf Extract, Sodium Hyaluronate, Beta-Glucan, Cucumis Sativus (Cucumber) Fruit Extract, Butylene Glycol, Xanthan Gum, Microcrystalline Cellulose, Sodium Gluconate, Betaine, 1,2-Hexanediol, Propanediol, Dipotassium Glycyrrhizate, Cellulose Gum",https://cdn.shopify.com/s/files/1/0249/1218/products/soko-0865-2_1_1024x1024.jpg?v=1541015320,https://sokoglam.com/products/benton-aloe-soothing-mask-pack-10-pack
SKINRX LAB,MadeCera Express Mask (5 Pack),"Water, Glycerine, Glycereth-26, Butylene Glycol, Dipropylene Glycol, Dimethicone, Cyclopentasiloxane, 1,2-Hexanediol, Dimethiconol, Curcuma Longa (Turmeric) Root Extract, PEG-40 Hydrogenated Castor Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Lactobacillus Ferment, Sodium Polyacrylate, Hydrogenated Lecithin, Ceramide NP, Hydroxyethylcellulose, Dipotassium Glycyrrhizate, Pentylene Glycol, PEG-10 Rapeseed Sterol, Trisodium EDTA, Fragrance, Glyceryl Stearate, Beta-Glucan, Glycereth-20, Asiaticoside, Madecassic Acid Asiatic Acid, Madecassoside",https://cdn.shopify.com/s/files/1/0249/1218/products/skinrx-madecera-express-mask-1_1024x1024.jpg?v=1529611159,https://sokoglam.com/products/skinrx-lab-madecera-express-mask-5-pack
BANILA CO,Dear Hydration Boosting Cream,"Water, Nelumbo Nucifera Flower Water, Glycerin, Butylene Glycol, Dimethicone, Cyclopentasiloxane, Octyldodecyl Myristate, Cyclohexasiloxane, Cetyl PEG/PPG-10/1 Dimethicone, Hydrogenated Poly(C6-14 Olefin), 1,2-Hexanediol, Acetyl Glucosamine, PEG-32, Sodium Chloride, Synthetic Beeswax, Niacinamide, Quaternium-18 Hectorite, Dimethicone/Vinyl Dimethicone Crosspolymer, Glyceryl Behenate/Eicosadioate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Phenoxyethanol, Caprylyl Glycol, Hydroxyethyl Urea, Yeast Extract, Fragrance(Parfum), Xanthan Gum, Eclipta Prostrata Extract, Disodium EDTA, Melia Azadirachta Leaf Extract, Propylene Glycol, Moringa Oleifera Seed Oil, Ocimum Sanctum Leaf Extract, Azadirachta Indica Leaf Extract, Mentha Arvensis Extract, Bambusa Arundinacea Juice, Pinus Sylvestris Bud Extract, Ethylhexylglycerin",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC04373_1024x1024.jpg?v=1516914926,https://sokoglam.com/products/banila-co-dear-hydration-boosting-cream
RE:P,PhytoCELL Cell Moisture All in One Essence,"Water, Glycerin, Isododecane, Neopentyl Glycol Diheptanoate, Butylene Glycol, 1,2-Hexanediol, Niacinamide, Cetyl Ethylhexanoate, Triethylhexanoin, Polysorbate 20, Phenyl Trimethicone, Trehalose, Adenosine, Leontopodium Alpinum Callus Culture Extract, Octyldodecanol, Ceramide NP(Ceramide 3), Houttuynia Cordata Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Eclipta Prostrata Extract, Saxifraga Sarmentosa Extract, Leonurus Sibiricus Flower/Leaf/Stem Extract, Oldenlandia Diffusa Extract, Saururus Chinensis Extract, Leontopodium Alpinum Flower/Leaf Extract, Butyrospermum Parkii (Shea Butter), Carbomer, Potassium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Olea Europaea (Olive) Fruit Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Disodium EDTA, Helianthus Annuus (Sunflower) Seed Oil, Cedrus Atlantica Bark Oil, Sodium Hyaluronate, Eucalyptus Globulus Leaf Oil, Anthemis Nobilis Flower Oil, Pelargonium Graveolens Flower Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Pinus Sylvestris Leaf Oil, Camellia Japonica Seed Oil, Mentha Viridis (Spearmint) Leaf Oil, Rose Flower Oil, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Citric Acid, Tocopherol, Propanediol",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01528_1024x1024.jpg?v=1530220970,https://sokoglam.com/products/re-p-phytocell-cell-moisture-all-in-one-essence
SKINRX LAB,Marine Moisture Mineral Mask Single,"Water, Sea Water(10%), Butylene Glycol, Glycerin , 1,2-Hexanediol, Undaria Pinnatifida Extract, Laminaria Japonica Extract, Enteromorpha Compressa Extract, Spirulina Platensis Extract, Gelidium Cartilagineum Extract, Aureobasidium Pullulans Ferment , Laminaria Digitata Extract, Porphyra Yezoensis Extract, Ecklonia Cava Extract, Fucus Vesiculosus Extract, Sodium Hyaluronate, Malachite Extract, Xylitylglucoside, Anhydroxylitol, Xylitol, Propanediol, Sodium Hyaluronate Crosspolymer, Glucose, Hydrolyzed Glycosaminoglycans, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Citrus Limon (Lemon) Peel Oil, Glyceryl Acrylate/Acrylic Acid Copolymer , PVM/MA Copolymer, Citrus Aurantium Dulcis (Orange) Peel Oil, Pelargonium Graveolens Flower Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Allantoin, Dipotassium Glycyrrhizate , Polyglyceryl-10 Laurate , Carbomer, Tromethamine , Polyglyceryl-10 Myristate, Hydroxyethylcellulose, Ethylhexylglycerin, Disodium EDTA",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02302_1024x1024.jpg?v=1525357142,https://sokoglam.com/products/skinrx-marine-moisture-mineral-mask-single
THE PLANT BASE,Pore N Tightening Essence,"Diospyros Kaki Leaf Extract(21.88%), Castanea Crenata (Chestnut) Shell Extract(21.42%), Cyclopentasiloxane, Dimethicone, Butylene Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycerin, Silica, Cyclohexasiloxane, Resveratrol(2.05%), Squalane, Arbutin, Betaine, Polysorbate 20, Isohexadecane, Glyceryl Polymethacrylate, Water, Polysilicone -11, Phenyl Trimethicone, Phenoxyethanol, 1,2-Hexanediol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Tocopheryl Acetate, Polysorbate 80, Fomes Officinalis (Mushroom) Extract, C12-14 Pareth-12, Adenosine, Citrus Paradisi (Grapefruit) Peel Oil, Enantia Chlorantha Bark Extract, Sodium Metabisulfite, Propylene Glycol, Niacinamide, Panthenol, Citrus Aurantium Dulcis (Orange) Oil, Cedrus Atlantica Bark Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Opuntia Coccinellifera Fruit Extract, Morus Alba Bark Extract, Moroccan Lava Clay, Biotin, Ascorbyl Tetraisopalmitate, Glycine Soja (Soybean) Oil, Lavandula Angustifolia (Lavender) Oil, Glyceryl Linoleate, Litsea Cubeba Fruit Oil, Pelargonium Graveolens Flower Oil, Rhus Semialata Gall Extract, PEG-40 Hydrogenated Castor Oil, Elettaria Cardamomum Seed Oil, Glyceryl Linolenate, Santalum Album (Sandalwood) Oil, Oleanolic Acid, Retinol, Glyceryl Arachidonate, Ascorbyl Palmitate",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01744_1024x1024.jpg?v=1530642414,https://sokoglam.com/products/the-plant-base-pore-n-tightening-essence
KLAIRS,Rich Moist Facial Soap,"Water, Sodium Hydroxide, Coconut Oil, Palm Oil, Evening Primrose Oil, Jojoba Oil, Sweet Almond Oil, Olive Oil, Chamaecyparis Obtusa Oil, Camellia Sinensis Leaf Oil, Avocado Oil, Argania Spinosa Kernel Oil, Camellia Japonica Seed Oil, DL-alpha Tocopherol, Calamine Powder, Lavender Oil",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02266_1024x1024.jpg?v=1531772521,https://sokoglam.com/products/klairs-rich-moist-facial-soap
THANK YOU FARMER,Back To Pure Daily Foaming Gel Cleanser,"Water, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Potassium Cocoyl Glycinate, Acrylates Copolymer, PEG-7 Glyceryl Cocoate, Glycerin, Pentylene Glycol, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Punica Granatum Extract, Portulaca Oleracea Extract, Pueraria Thunbergiana Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Paeonia Lactiflora Root Extract, Cnidium Officinale Root Extract, Soluble Collagen, Aloe Barbadensis Leaf Juice, Hydrogenated Lecithin, Argania Spinosa Kernel Oil, Sodium Hyaluronate, Ethylhexylglycerin, Dimethicone, Squalane, Hydrogenated Polyisobutene, Alcohol, Isononyl,Isononanoate, Polyglyceryl-10 Stearate, Betaine, 1,2-Hexanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Stearic Acid, Polyglyceryl-2 Dipolyhydroxystearate, Xanthan Gum, Inulin Lauryl Carbamate, Ceramide 3, Disodium Stearoyl Glutamate, Fragrance, Phenoxyethano",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01854_1024x1024.jpg?v=1524837518,https://sokoglam.com/products/thank-you-farmer-back-to-pure-daily-foaming-gel-cleanser
ENATURE,Squeeze Green Watery Gel Cream,"WATER, CYCLOPENTASILOXANE, ALCOHOL, BUTYLENE GLYCOL, BETAINE,
PEG/PPG-18/4 COPOLYMER, CETYL ETHYLHEXANOATE, HYDROGENATED VEGETABLE OIL, STEARIC ACID, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, VEGETABLE OIL, BRASSICA OLERACEA ACEPHALA LEAF EXTRACT, CARUM PETROSELINUM (PARSLEY) EXTRACT, DIMETHICONE, PHENYL TRIMETHICONE, DIPROPYLENE GLYCOL, POLY C10-30 ALKYL ACRYLATE, CARBOMER, TROMETHAMINE, ETHYL HEXANEDIOL,
ETHYLHEXYLGLYCERIN, BETULA PLATYPHYLLA JAPONICA JUICE, NATURAL FRAGRANCE, ADANSONIA DIGITATA SEED OIL, ARGANIA SPINOSA KERNEL OIL, CAMELLIA JAPONICA SEED OIL, DISODIUM EDTA, PERILLA FRUTESCENS LEAF EXTRACT, PERSEA GRATISSIMA (AVOCADO) OIL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, RHODODENDRON CHRYSANTHUM LEAF EXTRACT, ROSA CANINA FRUIT OIL, GLYCERIN, CARTHAMUS TINCTORIUS (SAFFLOWER) OLEOSOMES, TOCOPHERYL ACETATE, SQUALANE, NEOPENTYL GLYCOL DIHEPTANOATE, CHLOROPHYLLIN-COPPER COMPLEX, HYDROGENATED PHOSPHATIDYLCHOLINE, HYDROGENATED LECITHIN, POLYGLYCERYL-10 MYRISTATE, POLYGLYCERYL-10 STEARATE, 1,2-HEXANEDIOL, CETEARYL ALCOHOL, POLYGLYCERYL-2 STEARATE, PANTHENOL, CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL, OENOTHERA BIENNIS (EVENING PRIMROSE) OIL, SODIUM ASCORBYL PHOSPHATE, POLYQUATERNIUM-51, GLYCERYL ARACHIDONATE, GLYCERYL LINOLENATE, BIOTIN, FOLIC ACID, PYRIDOXINE, CYANOCOBALAMIN",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02650_1024x1024.jpg?v=1525962200,https://sokoglam.com/products/enature-squeeze-green-watery-gel-cream
ENATURE,Vita 8 Nutritive Sheet Mask,"WATER, GLYCERIN, DIPROPYLENE GLYCOL, METHYLPROPANEDIOL, PROPANEDIOL, HYDROXYETHYLCELLULOSE, GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER, PROPYLENE GLYCOL, PVM/MA COPOLYMER, ADENOSINE, TREHALOSE, PEG-60 HYDROGENATED CASTOR OIL, PANTHENOL, CARBOMER, ARGININE, DISODIUM EDTA, ALLANTOIN, DIPOTASSIUM GLYCYRRHIZATE, SODIUM HYALURONATE, HYDROGENATED LECITHIN, BETULA PLATYPHYLLA JAPONICA JUICE, POLYGLYCERYL-10 STEARATE, SODIUM ASCORBYL PHOSPHATE, BIOTIN, TOCOPHERYL ACETATE, PYRIDOXINE, FOLIC ACID, CYANOCOBALAMIN, GLYCERYL LINOLENATE, GLYCERYL ARACHIDONATE, 1,2-HEXANEDIOL, BUTYLENE GLYCOL, CAPRYLYL GLYCOL, GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT, SCHIZANDRA CHINENSIS FRUIT EXTRACT, COPTIS JAPONICA ROOT EXTRACT, ZINGIBER OFFICINALE (GINGER) ROOT EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, CITRUS GRANDIS (GRAPEFRUIT) SEED EXTRACT, ACORUS CALAMUS ROOT EXTRACT, PERILLA OCYMOIDES LEAF EXTRACT, NATURAL FRAGRANCE",https://cdn.shopify.com/s/files/1/0249/1218/products/Enature-Vita-8-Nutritive-Sheet-Mask_pink_1024x1024.png?v=1540577663,https://sokoglam.com/products/enature-vita-8-nutritive-sheet-mask
BOTANIC FARM,Black Soybean Milk Pudding Sleeping Pack,"Water, Cyclopentasiloxane, Butylene Glycol, Niacinamide, Betaine, Cyclopentasiloxane, Hydrolyzed collagen, Lactobacillus/ soybean Ferment Extract, Theobroma Cacao Extract, Gardenia Florida Fruit Extract, Glycine Soja Seed Extract, Monascus Extract, Milk Protein, Carthamus Tinctorius Flower Extract, Glycerin, Urea, PEG-240/ HDI Copolymer Bis-Decyltetradeceth-20 Ether, Polysorbate 20, Dimethicone, Dimethicone/ Vinyl Dimethicone Crosspolymer, PEG-60 Hydrogenated Castor Oil, Caprylyl Glycol, Dimethiconol, Sodium Hyaluronate, Adenosine, Aminomethyl propanol, Sodium Polyacrylate, PVM/ma copolymer, Maltodextrin, Carbomer, Disodium EDTA, Phenoxyethanol",https://cdn.shopify.com/s/files/1/0249/1218/products/Botanic-Farm-Black-Soybean-Sleeping-Pack_1024x1024.jpg?v=1520637114,https://sokoglam.com/products/botanic-farm-black-soybean-milk-pudding-sleeping-pack
EASYDEW EX,DW-EGF Derma Oneshot Ampoule,"Water, Glycerin, Propanediol, Butylene Glycol, Methyl Gluceth-10, Niacinamide, Pentylene Glycol, Dimethicone, 1,2-Hexanediol, Hydrogenated Lecithin, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea) Butter, Olea Europaea (Olive) Fruit Oil, Squalane, Chondrus Crispus Extract, Isocetyl Stearate, Choleth-24, Saccharum Officinarum (Sugarcane) Extract, Phytosteryl Macadamiate, Polyglyceryl-10 Stearate, Sodium Hyaluronate, Ethylhexylglycerin, Behenyl Alcohol, Carbomer, Cetearyl Alcohol, Palmitic Acid, Stearic Acid, Tromethamine, Adenosine, Alcohol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sodium Hyaluronate Crosspolymer, Xanthan Gum, Ceteareth-20, Hydrolyzed Glycosaminoglycans, Pinus Sylvestris Leaf Oil, Ceramide NP, Cholesterol, Benzyl Glycol, Phytosphingosine, Hydrolyzed Hyaluronic Acid, Sodium Stearoyl Glutamate, Caprylyl Glycol, Disodium EDTA, Sodium Ascorbyl Phosphate, Acetyl Hexapeptide-8, Hyaluronic Acid, Hippophae Rhamnoides Fruit Extract, Raspberry Ketone",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01507_0ad17562-3669-4073-a90b-8646cad7946a_1024x1024.jpg?v=1530220615,https://sokoglam.com/products/easydew-ex-dw-egf-derma-oneshot-ampoule
ELENSILIA,Escargot Original Repair Cream,"Water, Glycerin, Dipropylene Glycol, Arbutin, Dimethicone, Glycosaminoglycans, Hydroxypropyl Starch Phosphate, Cyclopentasiloxane, Sodium Benzoate, Glyceryl Caprylate, Cyclohexasiloxane, Triethanolamine, Carbomer, Glyceryl Stearate, Chlorphenesin, PEG-150 Distearate, Glyceryl Polyacrylate, Polysorbate 80, VP/Eicosene Copolymer, Magnolia Liliflora Flower Extract, Dimethicone/Vinyl Dimethicone Crosspolymer, Potassium sorbate, Cetyl Alcohol, Adenosine, Butylene Glycol, Stearyl Alcohol, Cyclotetrasiloxane, Disodium EDTA, Lavandula Angustifolia (Lavender) Oil, Allantoin, Myristyl Alcohol, Glycine, Serine, Glutamic Acid, Aspartic acid, Alpinia Katsumadai Fruit Extract, Leucine, Phenoxyethanol, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Valine, Threonine, Proline, Isoleucine, Histidine, Cysteine, Methionine",https://cdn.shopify.com/s/files/1/0249/1218/products/Elensilia_PDP_3_1024x1024.png?v=1537795712,https://sokoglam.com/products/elensilia-escargot-original-repair-cream
THE PLANT BASE,Pore N Turn-Over 28 ABA Toner,"Diospyros Kaki Leaf Extract(38.44%), Castanea Crenata (Chestnut)Shell Extract(37.40%), Water, Resveratrol(3.58%), Glycerin, Butylene Glycol, Lactic Acid, Potassium Hydroxide, Phenoxyethanol, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Glycyrrhiza Glabra(Licorice)Root Extract, Morus Alba Bark Extract, Opuntia Coccinellifera Fruit Extract, Salicylic Acid, 1,2-Hexanediol, Oryza Sativa(Rice)Bran Extract, Rosa Centifolia Flower Water, Dipropylene Glycol, Pulsatilla Koreana Extract, Usnea Barbata(Lichen)Extract, Zanthoxylum Piperitum Fruit Extract, Centella Asiatica Extract, Enantia Chlorantha Bark Extract, Chamaecyparis Obtusa Leaf Extract, Citric Acid, Malic Acid, Pentylene Glycol, Caprylyl Glycol, Phenethyl Alcohol, Cananga Odorata Flower Oil, Hamamelis Virginiana(Witch Hazel)Extract, Scutellaria Baicalensis Root Extract, Salix Alba(Willow)Bark Extract, Rosa Damascena Flower Oil, Codium Tomentosum Extract, Ecklonia Cava Extract, Gelidium Cartilagineum Extract, Hizikia Fusiforme Extract, Camellia Sinensis Leaf Extract, Sea Water, Galac tomyces Ferment Filtrate, Carica Papaya(Papaya)Fruit Extract, Ethyl Hexanediol, Oleanolic Acid, Aloe Barbadensis Leaf Extract, Nelumbo Nucifera Flower Extract, Sansevieria Trifasciata Leaf Extract, Zostera Marina Extract",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01738_1024x1024.jpg?v=1530642454,https://sokoglam.com/products/the-plant-base-pore-n-turn-over-28-aba-toner
A'PIEU,A'PIEU Madecassoside Fluid,"Water (Aqua), Centella Asiatica Leaf Water, Glycerin, 1,2-Hexanediol, Niacinamide, Bis-PEG-18 Methyl Ether Dimethyl Silane, Madecassoside, Dioscorea Japonica Root Extract, Ceramide 3, Adenosine, Glycereth-26, PEG/PPG-17/6 Copolymer, PEG-60 Hydrogenated Castor Oil, Styrene/VP Copolymer, Tromethamine, Butylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Allantoin, Carbomer, Propylene Glycol, Hydrolyzed Corn Starch, Beta-Glucan, Asiaticoside, Citrus Grandis (Grapefruit) Peel Oil, Sucrose, PVM/MA Copolymer, Citrus Limon (Lemon) Peel Oil, Sodium Polyacrylate, Hydrogenated Lecithin, Caprylic/Capric Triglyceride, Lavandula Hybrida Oil, Pelargonium Graveolens Flower Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Juniperus Mexicana Oil, Disodium EDTA, Chlorphenesin",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC03889_1024x1024.jpg?v=1527800423,https://sokoglam.com/products/apieu-madecassoside-fluid
SOKO GLAM,Fragrance Free Set,"Aloe Barbadensis Leaf Water, Aqua(Water), Butylene Glycol, lycerin, 1,2-Hexanediol, Sodium Hyaluronate, Snail Secretion Filtrate, Beta-Glucan, Polyglutamic Acid, Aspalathus Linearis Extract, Portulaca Oleracea Extract, Psidium Guajava Fruit Extract, Salicylic Acid, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, Aloe Barbadensis Leaf Juice, Arginine, Pentylene Glycol, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Polysorbate 20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum",https://cdn.shopify.com/s/files/1/0249/1218/products/ValueBadge__0000_FRAGRANCEKEY_1024x1024.jpg?v=1541093717,https://sokoglam.com/products/fragrance-free-set
DEWYTREE,Ultra Vitalizing Snail Essence Water,"Water, Snail Secretion Filtrate(10.0%), Methylpropanediol, Propanediol, Glycerin, Trehalose, Pentylene Glycol, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG-60 Hydrogenated Castor Oil, Phenyl Trimethicone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Eyhyl-hexylglycerin, Adenosine, Xanthan Gum, 1,2-Hexanediol, Disodium EDTA, Aloe Barbadensis Leaf Extract, Panthenol, Butylene Glycol, Sodium Hyaluronate, Dipropylene Glycol, Chamomilla Recutitia (Matricaria) Flower Extract, Caprylic/Capric Triglyceride, Nelumbo Nucifera Flower Extract, Phosphatidylcholine, Vaccinium Macrocarpon (Cranberry) Fruit extract, Rubus Idaeus (Raspberry) Fruit Extract, Prunus Serotina (Wild Cherry) Fruit Extract, Cornus Officinalis Fruit Extract, Punica Granatum Fruit Extract, Copper Tripeptide-1, Ceramide NP, Glycine, Glutamic Acid, Serine, Lysine, Alanine, Arginine, Threonine, Proline, Phenoxyethanol, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/DEWYTREE_Ultra_Vitalizing_Snail_Essence_Water_PDP_1024x1024.jpg?v=1544196175,https://sokoglam.com/products/dewytree-ultra-vitalizing-snail-essence-water
RE:P,PhytoCELL Cell Revival Cica Cream,"Centella Asiatica Extract, Hydrogenated Olive Oil Lauryl Esters, Neopentyl Glycol Diheptanoate, 1,2-Hexanediol, Hydrogenated C6-14 Olefin Polymers, Dipropylene Glycol, Niacinamide, Glycerin, Cyclopentasiloxane, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Palmitic Acid, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethicone, Stearic Acid, Cyclohexasiloxane, Stearyl Alcohol, Cetyl Alcohol, Cetearyl Glucoside, Water, Trehalose, Dimethicone/Vinyl Dimethicone Crosspolymer, Adenosine, Asiaticoside, Asiatic Acid, Madecassic Acid, Allantoin, Butylene Glycol, Glucose, Aloe Barbadensis Leaf Extract, Saxifraga Sarmentosa Extract, Eclipta Prostrata Extract, Panthenol, Leonurus Sibiricus Flower/Leaf/Stem Extract, Houttuynia Cordata Extract, Saururus Chinensis Extract, Oldenlandia Diffusa Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Leontopodium Alpinum Callus Culture Extract, Leontopodium Alpinum Flower/Leaf Extract, Propanediol, Sodium Hyaluronate, Madecassoside, Disodium EDTA, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Pelargonium Graveolens Flower Oil, Rose Flower Oil, Mentha Viridis (Spearmint) Leaf Oil, Anthemis Nobilis Flower Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Cedrus Atlantica Bark Oil, Eucalyptus Globulus Leaf Oil, Pinus Sylvestris Leaf Oil, Olea Europaea (Olive) Fruit Oil",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01536_1024x1024.jpg?v=1530221056,https://sokoglam.com/products/re-p-phytocell-cell-revival-cica-cream
BOTANIC FARM,Avocado Honey Rich Toner,,https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02668_1024x1024.jpg?v=1526329099,https://sokoglam.com/products/botanic-farm-avocado-honey-rich-toner
ETUDE HOUSE,SoonJung Sleeping Pack-Panthensoside 5,"WATER (AQUA) EAU, GLYCERIN, PROPANEDIOL, PANTHENOL, CETEARYL ALCOHOL, DICAPRYLYL ETHER, DICAPRYLYL CARBONATE, SQUALANE, GLYCERYL STEARATE, COPERNICIA CERIFERA (CARNAUBA) WAX / COPERNICIA CERIFERA CERA / CIRE DE CARNAUBA, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, STEARIC ACID, HYDROGENATED LECITHIN, LAUROYL LYSINE, GLYCERYL CAPRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE, XANTHAN GUM, ETHYLHEXYLGLYCERIN, TREHALOSE, ASIATICOSIDE, NARCISSUS TAZETTA BULB EXTRACT, MADECASSIC ACID, SORBITAN ISOSTEARATE, DISODIUM EDTA, ASIATIC ACID, LACTOBACILLUS FERMENT LYSATE, MADECASSOSIDE, TOCOPHEROL, GLYCINE SOJA (SOYBEAN) OIL, CAMELLIA SINENSIS LEAF EXTRACT",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01466_087a1328-25dc-4d2e-9fe4-570ca7ef59b2_1024x1024.jpg?v=1530546966,https://sokoglam.com/products/etudehouse-soonjung-sleeping-pack-panthensoside-5
COSRX,Blackhead Remover Mr.RX Kit,"1. Softening Sheet:
Water, Methylpropanediol, 1,2-Hexanediol, Butylene Glycol, Glycyrrhiza Glabra (Licorice) Root Extract, Glycine Soja (Soybean) Seed Extract,
Tromethamine, Citric Acid, PEG-60 Hydrogenated Castor Oil, Disodium EDTA, Ethylhexylglycerin",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01541_1024x1024.jpg?v=1530220887,https://sokoglam.com/products/cosrx-blackhead-remover-mr-rx-kit
TONY MOLY,Tako Pore Blackhead Scrub Stick,Cetyl Ethylhexanoate Octyldodecanol C12-15 Alkyl Benzoate PEG-20 Glyceryl Triisostearate Silica Ozokerite Ceresin PEG-8 Isostearate Microcrystalline Cellulose Synthetic Wax Butyrospermum Parkii (Shea) Butter Water Ethylene/Propylene Copolymer Quaternium-18 Bentonite Fragrance Charcoal Powder Lactose Phenoxyethanol Tocopheryl Acetate Ethylhexylglycerin Caprylyl Glycol Cellulose Hydroxypropyl Methylcellulose Citric Acid Montmorillonite Sea Salt Sea Water Glycerin Acacia Senegal Gum Butylene Glycol Peat Water Taurine Chlorella Vulgaris/Lupinus Albus Protein Ferment Acanthopanax Senticosus (Eleuthero) Root Extract Potassium Sorbate,https://cdn.shopify.com/s/files/1/0249/1218/products/DSC03000_1024x1024.jpg?v=1526655643,https://sokoglam.com/products/tony-moly-tako-pore-blackhead-scrub-stick
SOKO GLAM,Best of K-Beauty Essentials Set,,https://cdn.shopify.com/s/files/1/0249/1218/products/Best_of_K-Beauty_Essentials_Set_1024x1024.jpg?v=1542320215,https://sokoglam.com/products/sokoglam-best-of-k-beauty-essential-set
SOKO GLAM,Lip Care Treatment Set,Friendly Berry Berry Lip Patch,https://cdn.shopify.com/s/files/1/0249/1218/products/lip-kit-set_1024x1024.png?v=1542396041,https://sokoglam.com/products/lip-care-treatment-set
BENTON,Cacao Moist and Mild Toner,"Theobroma Cacao (Cocoa) Extract, Aqua (Water), Butylene Glycol, Pentylene Glycol, 1,2-Hexanediol,
Theobroma Cacao (Cocoa) Seed Extract, Sodium Hyaluronate, Salix Alba (Willow) Bark Extract, Salix Nigra (Willow) Bark Extract,
Madecassoside, Theobroma Cacao (Cocoa) Flower Extract, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract,
Usnea Barbata (Lichen) Extract, Betaine, Xanthan Gum",https://cdn.shopify.com/s/files/1/0249/1218/products/Benton_Cacao_Toner_PDP_1024x1024.png?v=1535564411,https://sokoglam.com/products/benton-cacao-moist-and-mild-toner
